path,suffix,matched_terms,snippet
scripts\blue_stage10_cp_zprop_validation\postprocess_rcled_dbr_only_farfield.py,.py,farfield;monitor,"L19: OUT = ROOT / ""outputs"" / ""stage_rcled_dbr_only_farfield_postprocess"" | L20: MONITOR = ""top_field_monitor_zprop"" | L42: def get_farfield(lumapi: Any, runtime: Any, path: Path) -> tuple[np.ndarray, np.ndarray, np.ndarray, dict[str, Any]]: | L48: if not int(float(fdtd.getnamednumber(MONITOR))): | L49: raise RuntimeError(f""monitor missing: {MONITOR}"") | L50: monitor_type = str(fdtd.getnamed(MONITOR, ""monitor type"")) | L51: monitor_z_nm = float(fdtd.getnamed(MONITOR, ""z"")) / 1e-9 | L52: e2 = np.asarray(fdtd.farfield3d(MONITOR, 1), dtype=float).squeeze()"
scripts\blue_stage10_cp_zprop_validation\run_cp_zprop_5pos_bare_reference.py,.py,dipole,"L13: parser = argparse.ArgumentParser(description=""Optional bare-reference scaffold for calibrated +z 5-position x/y dipole cases. Default is plan-only; no FDTD run."")"
scripts\blue_stage10_cp_zprop_validation\run_cp_zprop_5pos_xy_sweep.py,.py,addfdtd;adddipole;dipole;run(;power;monitor;dimension;mesh accuracy;PML,"L18: FIELD_MONITOR = ""top_field_monitor_zprop"" | L19: POWER_MONITOR = ""top_power_monitor_zprop"" | L20: X_SOURCE = ""fivepos_x_dipole_zprop"" | L21: Y_SOURCE = ""fivepos_y_dipole_zprop"" | L46: MONITOR_Z_NM = 1000.0 | L47: MONITOR_X_SPAN_NM = 22000.0 | L48: MONITOR_Y_SPAN_NM = 22000.0 | L64: parser = argparse.ArgumentParser(description=""Run calibrated +z 5-position x/y dipole finite-patch sweep only; no 41-position sweep."")"
scripts\blue_stage10_cp_zprop_validation\run_cp_zprop_center_xy_t100.py,.py,addfdtd;adddipole;dipole;run(;power;monitor;dimension;mesh accuracy;PML,"L44: MONITOR_Z_NM = 1000.0 | L45: MONITOR_X_SPAN_NM = 22000.0 | L46: MONITOR_Y_SPAN_NM = 22000.0 | L47: FIELD_MONITOR = ""top_field_monitor_zprop"" | L48: POWER_MONITOR = ""top_power_monitor_zprop"" | L49: X_SOURCE = ""center_x_dipole_zprop"" | L50: Y_SOURCE = ""center_y_dipole_zprop"" | L58: parser = argparse.ArgumentParser(description=""Build and run +z propagation center x/y dipole T100 finite CP patch validation."")"
scripts\blue_stage10_cp_zprop_validation\run_cp_zprop_center_xy_time_convergence.py,.py,dipole,"L23: parser = argparse.ArgumentParser(description=""Run +z center x/y dipole time convergence cases T150/T200 only."")"
scripts\blue_stage10_cp_zprop_validation\run_cp_zprop_planewave_control.py,.py,addfdtd;run(;power;monitor;dimension;mesh accuracy;PML,"L21: MONITOR_Z_NM = HEIGHT_NM + 350.0 | L25: FIELD_MONITOR = ""field_monitor"" | L26: POWER_MONITOR = ""T"" | L85: fdtd.addfdtd() | L86: fdtd.set(""dimension"", ""3D"") | L95: fdtd.set(""z min bc"", ""PML"") | L96: fdtd.set(""z max bc"", ""PML"") | L97: fdtd.set(""mesh accuracy"", int(mesh_accuracy))"
scripts\blue_stage10_cp_zprop_validation\stage10_cp_bw1r2_dense_448nm_notch_check.py,.py,dipole;run(;power,"L81: ""scope_guard"": ""metasurface-only periodic plane wave; no DBR/RCLED/MQW/dipole/finite-patch/+/-q/tolerance geometry/LP/Stage11/Stage12/Stage13"", | L102: fdtd.run() | L154: ""target_cp_power"": f""{target:.12g}"", | L155: ""same_spin_leakage_power"": f""{leakage:.12g}"", | L157: ""total_power"": f""{total:.12g}"", | L175: ""target_cp_power"": row[""target_cp_power""], | L176: ""same_spin_leakage_power"": row[""same_spin_leakage_power""], | L177: ""total_power"": row[""total_power""],"
scripts\blue_stage10_cp_zprop_validation\stage10_cp_bw1r_fresh_448nm_check.py,.py,dipole;run(;power;monitor,"L77: fdtd.run() | L126: ""target_cp_power"": f""{target:.12g}"", | L127: ""same_spin_leakage_power"": f""{leakage:.12g}"", | L129: ""total_power"": f""{total:.12g}"", | L168: old_target = float(o[""target_cp_power""]) | L169: fresh_target = float(n[""target_cp_power""]) | L170: old_leak = float(o[""same-spin_leakage_power""]) | L171: fresh_leak = float(n[""same_spin_leakage_power""])"
scripts\blue_stage10_cp_zprop_validation\stage10_cp_bw1_spectral_tolerance.py,.py,addfdtd;dipole;run(;power;monitor;dimension;mesh accuracy;PML,"L72: fdtd.addfdtd() | L73: fdtd.set(""dimension"", ""3D"") | L80: fdtd.set(""z min bc"", ""PML"") | L81: fdtd.set(""z max bc"", ""PML"") | L82: fdtd.set(""mesh accuracy"", int(mesh_accuracy)) | L95: fdtd.addpower() | L96: fdtd.set(""name"", b4.POWER_MONITOR) | L97: fdtd.set(""monitor type"", ""2D Z-normal"")"
scripts\blue_stage10_cp_zprop_validation\stage10_cp_bw2_refined_025_run.py,.py,dipole;run(;power,"L74: return weighted(vals, center, fwhm, ""target_cp_power"", ""same_spin_leakage_power"") | L94: def build_and_run(lumapi: Any, runtime: Any, cid: str, params: dict[str, float], wl: float, lin: str, sim_fs: float, mesh: int, show_gui: bool) -> dict[str, Any]: | L98: return core.build_and_run(lumapi, runtime, cid, params, wl, lin, sim_fs, mesh, show_gui) | L123: power_ratios = [] | L128: if b and float(b[""target_cp_power""]) > 0: | L129: power_ratios.append(float(r[""target_cp_power""]) / float(b[""target_cp_power""])) | L130: if b and float(b[""total_power""]) > 0: | L131: total_ratios.append(float(r[""total_power""]) / float(b[""total_power""]))"
scripts\blue_stage10_cp_zprop_validation\stage10_cp_bw2_robust_narrowband_dimer_screen.py,.py,dipole;power,"L74: lines=['# Stage10-CP-BW2 robust narrow-band dimer screen plan\n\n','- Scope: CP-APCD metasurface-only periodic plane-wave planning/dry-run.\n','- No FDTD was run.\n','- No DBR/RCLED/MQW/dipole/finite-patch/+/-q/tolerance | L79: lines += ['\n## Case count and runtime\n\n',f'- Candidates: {len(cs)}\n- Sentinel wavelengths: {WLS}\n- Linear inputs: {LINS}\n',f'- Total planned case count = {len(cs)} x 5 x 2 = {len(cases)}\n',f'- Runtime estimate: {s | L85: summary=dict(task='Stage10-CP-BW2 right-weighted narrow-band robust CP dimer screen planning/dry-run',no_fdtd_run=True,candidate_count=len(cs),sentinel_wavelengths_nm=WLS,linear_inputs=LINS,total_planned_case_count=len(c"
scripts\blue_stage10_cp_zprop_validation\stage10_cp_route_b1_dtheta_plane_wave_scout.py,.py,addfdtd;dipole;getresult;run(;power;monitor;dimension;mesh accuracy;PML,"L27: MONITOR_Z_NM = HEIGHT_NM + 350.0 | L31: FIELD_MONITOR = ""field_monitor"" | L32: POWER_MONITOR = ""T"" | L59: p = argparse.ArgumentParser(description=""Stage10 CP Route B1 d/theta periodic plane-wave scout; no finite-patch dipole FDTD."") | L164: ""note"": ""Route B1 d/theta scout; no J1/J2 swap; no finite-patch dipole FDTD"", | L191: fdtd.addfdtd() | L192: fdtd.set(""dimension"", ""3D"") | L201: fdtd.set(""z min bc"", ""PML"")"
scripts\blue_stage10_cp_zprop_validation\stage10_cp_route_b2_finite_patch_xplus_test.py,.py,addfdtd;adddipole;dipole;farfield;run(;power;monitor;dimension;mesh accuracy;PML,"L27: FIELD_MONITOR = ""top_field_monitor_zprop"" | L28: POWER_MONITOR = ""top_power_monitor_zprop"" | L29: X_SOURCE = ""route_b2_x_dipole_zprop"" | L30: Y_SOURCE = ""route_b2_y_dipole_zprop"" | L59: MONITOR_Z_NM = 1000.0 | L60: MONITOR_X_SPAN_NM = 22000.0 | L61: MONITOR_Y_SPAN_NM = 22000.0 | L172: fdtd.set(""name"", ""GaN_continuous_block_zprop_extends_into_bottom_PML"")"
scripts\blue_stage10_cp_zprop_validation\stage10_cp_route_b3_d195t90_xline_validation.py,.py,dipole;power,"L27: X_SOURCE = ""route_b3_x_dipole_zprop"" | L28: Y_SOURCE = ""route_b3_y_dipole_zprop"" | L183: ""notes"": ""Incoherent x/y dipole power sum only; no coherent field addition."", | L207: base_power = float(base.get(""P_total"", ""nan"")) if base else float(""nan"") | L210: route_power = float(row[""P_total""]) | L220: ""baseline_total_cone_power"": base_power, | L221: ""route_b3_total_cone_power"": route_power, | L222: ""power_ratio_route_over_baseline"": route_power / base_power if math.isfinite(base_power) and base_power else """","
scripts\blue_stage10_cp_zprop_validation\stage10_cp_route_b4_3_tolerance_plane_wave_screen.py,.py,addfdtd;dipole;run(;power;monitor;dimension;mesh accuracy;PML,"L99: dimensions = [float(case[key]) for key in (""J1_L_nm"", ""J1_W_nm"", ""J2_L_nm"", ""J2_W_nm"")] | L102: dimension_ready = all(is_integer(value) for value in dimensions) | L114: ""fabrication_integer_ready"": str(coordinate_ready and rotation_ready and dimension_ready).lower(), | L149: fdtd.addfdtd() | L150: fdtd.set(""dimension"", ""3D"") | L157: fdtd.set(""z min bc"", ""PML"") | L158: fdtd.set(""z max bc"", ""PML"") | L159: fdtd.set(""mesh accuracy"", int(mesh_accuracy))"
scripts\blue_stage10_cp_zprop_validation\stage10_cp_route_b4_4_finite_patch_tolerance.py,.py,dipole;farfield;power,"L25: X_SOURCE = ""route_b4_4_x_dipole_zprop"" | L26: Y_SOURCE = ""route_b4_4_y_dipole_zprop"" | L68: ""source_position"": position_id, ""dipole_orientation"": orientation, | L78: make_case(row[""tolerance_variant""], row[""source_position""], row[""dipole_orientation""], float(row[""source_x_nm""])) | L185: rows.append({""case_id"": case[""case_id""], ""tolerance_variant"": variant_id, ""source_position"": case[""position_id""], ""dipole_orientation"": case[""orientation""], ""fdtd_status"": ""not_run"", ""result_fsp"": str(saved_dir / f""{case | L190: result[""dipole_orientation""] = result.pop(""orientation"") | L205: ""source_position"": row[""position_id""], ""dipole_orientation"": row[""orientation""], | L208: ""cone_power_total"": row.get(""total_cone_power"", """"),"
scripts\blue_stage10_cp_zprop_validation\stage10_cp_route_b4_integer_plane_wave_screen.py,.py,addfdtd;dipole;getresult;run(;power;monitor;dimension;mesh accuracy;PML,"L26: MONITOR_Z_NM = HEIGHT_NM + 350.0 | L30: FIELD_MONITOR = ""field_monitor"" | L31: POWER_MONITOR = ""T"" | L216: fdtd.addfdtd() | L217: fdtd.set(""dimension"", ""3D"") | L226: fdtd.set(""z min bc"", ""PML"") | L227: fdtd.set(""z max bc"", ""PML"") | L228: fdtd.set(""mesh accuracy"", int(mesh_accuracy))"
scripts\blue_stage10_cp_zprop_validation\stage10_cp_route_b4_integer_xline_validation.py,.py,dipole;power,"L30: X_SOURCE = ""route_b4_integer_x_dipole_zprop"" | L31: Y_SOURCE = ""route_b4_integer_y_dipole_zprop"" | L191: ""notes"": ""Incoherent x/y dipole power sum only; no coherent field addition."", | L206: candidate_power = float(row[""P_total""]) | L207: reference_power = float(ref[""P_total""]) | L208: ratio = candidate_power / reference_power if reference_power else float(""nan"") | L216: ""reference_total_cone_power"": reference_power, | L221: ""integer_total_cone_power"": candidate_power,"
scripts\blue_stage10_cp_zprop_validation\stage_rcled_mdc_blue_oujizi_2d_plane_wave_spectrum.py,.py,addfdtd;dipole;getresult;run(;power;monitor;dimension;mesh accuracy;PML;setglobalmonitor,"L118: fdtd.addfdtd() | L119: fdtd.set(""dimension"", ""2D"") | L122: fdtd.set(""y min bc"", ""PML""); fdtd.set(""y max bc"", ""PML"") | L123: fdtd.set(""mesh accuracy"", 3); fdtd.set(""simulation time"", 200e-15) | L124: try: fdtd.setglobalmonitor(""frequency points"", FREQ_POINTS) | L135: # monitors | L136: for name, zpos in ((""T_up_monitor"", 1.95e-6), (""R_down_monitor"", -0.75e-6)): | L137: fdtd.addpower(); fdtd.set(""name"", name); fdtd.set(""monitor type"", ""Linear X"")"
scripts\blue_stage10_cp_zprop_validation\stage_rcled_mdc_blue_oujizi_dbr_only.py,.py,dipole;farfield;run(;power;monitor;mesh accuracy;PML,"L16: import postprocess_rcled_dbr_only_farfield as ff | L30: FIELD_MONITOR = ""top_field_monitor_zprop"" | L31: POWER_MONITOR = ""top_power_monitor_zprop"" | L32: X_SOURCE = ""gan_dbr_only_center_x_dipole"" | L33: Y_SOURCE = ""gan_dbr_only_center_y_dipole"" | L188: required = (""FDTD"", ""GaN_continuous_block_zprop_extends_into_bottom_PML"", X_SOURCE, Y_SOURCE, FIELD_MONITOR, POWER_MONITOR, NEW_DBR_GROUP) | L206: if str(fdtd.getnamed(""FDTD"", prop)).upper() != ""PML"": | L207: errors.append(f""{prop} not PML"")"
scripts\paper_figures\make_nature_figures_from_existing_results.py,.py,dipole;farfield;transmission;power;monitor,"L157: ""phase"", ""grating"", ""order_spectrum"", ""handedness"", ""dipole"", | L158: ""cone"", ""docp"", ""farfield"", ""position_average"", | L233: ax.set_ylabel(""Power fraction"") | L305: ax.set_ylabel(""Power fraction"") | L315: def transmission_from_summary(path: Path | None) -> float | None: | L319: match = re.search(r""transmission_monitor_value\s*:\s*([0-9.eE+-]+)"", text) | L329: transmission = transmission_from_summary(summary) | L351: if transmission is not None:"
scripts\stage13_lp_dipole\stage13_0_geometry_audit.py,.py,dipole,"L13: from metasurface.stage13_lp_dipole import AUDIT_FIELDS, build_geometry_audit, build_geometry_markdown, build_readme, write_csv_rows | L20: DEFAULT_OUTPUT = REPO_ROOT / ""outputs/stage13_0_lp_dipole_geometry_audit"""
scripts\stage13_lp_dipole\stage13_1_prepare_minimal_cases.py,.py,dipole,"L14: from metasurface.stage13_lp_dipole import CASE_FIELDS, build_config, build_minimal_cases, build_readme, load_single_audit, write_csv_rows | L17: DEFAULT_OUTPUT = REPO_ROOT / ""outputs/stage13_0_lp_dipole_geometry_audit"" | L21: parser = argparse.ArgumentParser(description=""Stage13-1 minimal LP dipole config preparation. No FDTD."") | L33: write_csv_rows(cases, args.output_dir / ""stage13_1_minimal_dipole_cases.csv"", CASE_FIELDS) | L34: (args.output_dir / ""stage13_1_minimal_dipole_config.json"").write_text("
scripts\stage13_lp_dipole\stage13_2_define_finite_patch.py,.py,dipole,"L13: from metasurface.stage13_lp_dipole import write_csv_rows | L20: STAGE13_AUDIT = REPO_ROOT / ""outputs/stage13_0_lp_dipole_geometry_audit/geometry_audit.csv"""
scripts\stage13_lp_dipole\stage13_2_prepare_decision_tables.py,.py,dipole,"L14: from metasurface.stage13_lp_dipole import write_csv_rows | L49: write_csv_rows(cases, args.output_dir / ""stage13_2_minimal_dipole_cases.csv"", CASE_FIELDS)"
scripts\stage13_lp_dipole\stage13_3_approve_first_dipole_config.py,.py,dipole,"L14: from metasurface.stage13_lp_dipole import write_csv_rows | L15: from metasurface.stage13_lp_first_dipole_config import ( | L31: DEFAULT_OUTPUT = REPO_ROOT / ""outputs/stage13_3_lp_first_dipole_manual_config"" | L35: parser = argparse.ArgumentParser(description=""Stage13-3 first no-DBR LP dipole approval/config generation. No FDTD."")"
scripts\stage13_lp_dipole\stage13_4_extract_lp_metrics.py,.py,dipole,"L16: from metasurface.stage13_4_center_dipole import ( | L29: CONFIG_JSON = REPO_ROOT / ""outputs/stage13_3_lp_first_dipole_manual_config/stage13_3_first_no_dbr_config.json"" | L30: CASES_CSV = REPO_ROOT / ""outputs/stage13_3_lp_first_dipole_manual_config/stage13_3_first_no_dbr_minimal_cases.csv"""
scripts\stage13_lp_dipole\stage13_4_run_center_dipoles.py,.py,dipole;farfield;monitor,"L16: from metasurface.stage13_4_center_dipole import ( | L35: CONFIG_JSON = REPO_ROOT / ""outputs/stage13_3_lp_first_dipole_manual_config/stage13_3_first_no_dbr_config.json"" | L36: CASES_CSV = REPO_ROOT / ""outputs/stage13_3_lp_first_dipole_manual_config/stage13_3_first_no_dbr_minimal_cases.csv"" | L55: print(f""monitor_direction={setup['monitor_direction']}"") | L59: print(f""farfield_grid={setup['farfield_grid']} simulation_time_fs={setup['simulation_time_fs']}"")"
scripts\stage13_lp_dipole\stage13_4_summarize_center.py,.py,dipole,"L14: from metasurface.stage13_4_center_dipole import ( | L28: CONFIG_JSON = REPO_ROOT / ""outputs/stage13_3_lp_first_dipole_manual_config/stage13_3_first_no_dbr_config.json"" | L29: CASES_CSV = REPO_ROOT / ""outputs/stage13_3_lp_first_dipole_manual_config/stage13_3_first_no_dbr_minimal_cases.csv"" | L35: parser = argparse.ArgumentParser(description=""Summarize Stage13-4 center x/y dipole LP metrics incoherently."")"
scripts\stage13_lp_dipole\stage13_5_order_diagnosis.py,.py,dipole;farfield;monitor,"L36: from metasurface.stage13_4_center_dipole import FIELD_MONITOR | L39: STAGE13_4 = REPO_ROOT / ""outputs/stage13_4_lp_no_dbr_center_dipole"" | L44: parser = argparse.ArgumentParser(description=""Stage13-5 read-only order-centered diagnosis of Stage13-4 center dipoles. No FDTD run."") | L59: vector = fdtd.farfieldvector3d(FIELD_MONITOR, 1, GRID_N, GRID_N) | L61: ux = fdtd.farfieldux(FIELD_MONITOR, 1, GRID_N, GRID_N) | L62: uy = fdtd.farfielduy(FIELD_MONITOR, 1, GRID_N, GRID_N) | L68: ""farfieldvector3d"": vector_info,"
scripts\stage13_lp_dipole\stage13_7b_finite_patch_plane_wave_sanity.py,.py,dipole;farfield;monitor,"L16: from metasurface.stage13_4_center_dipole import build_patch_inventory, build_setup, load_approved_plan, resolved_setup | L23: CONFIG = REPO_ROOT / ""outputs/stage13_3_lp_first_dipole_manual_config/stage13_3_first_no_dbr_config.json"" | L24: CASES = REPO_ROOT / ""outputs/stage13_3_lp_first_dipole_manual_config/stage13_3_first_no_dbr_minimal_cases.csv"" | L37: print(f""monitor={setup['monitor_direction']} DBR={setup['DBR']} RCLED={setup['RCLED']} grid={setup['farfield_grid']}"",flush=True)"
scripts\stage13_lp_dipole\stage13_7c_center_x_source_coupling.py,.py,dipole;monitor,"L15: from metasurface.stage13_4_center_dipole import build_patch_inventory, build_setup, load_approved_plan, resolved_setup | L22: CONFIG = REPO_ROOT / ""outputs/stage13_3_lp_first_dipole_manual_config/stage13_3_first_no_dbr_config.json"" | L23: CASES = REPO_ROOT / ""outputs/stage13_3_lp_first_dipole_manual_config/stage13_3_first_no_dbr_minimal_cases.csv"" | L25: BASE_CASES = REPO_ROOT / ""outputs/stage13_4_lp_no_dbr_center_dipole/stage13_4_case_metrics.csv"" | L55: print(f""monitor={setup['monitor_direction']} target_LP={setup['target_LP']} DBR={setup['DBR']} RCLED={setup['RCLED']}"") | L79: (output / ""README.md"").write_text(""# Stage13-7C center_x source-coupling diagnostic\n\nOnly controlled x-dipole cases; no center_y, +/-q, DBR/RCLED, geometry change, or raw arrays.\n"", encoding=""utf-8"")"
reports\rcled_mdc_workspace_index.md,.md,dipole;farfield;monitor,"L63: - R1 high-Q route status: m8 + bottomDBR99 rejected as main route because dipole FDTD showed symmetric 20-30 degree off-normal lobes. | L76: - Next: R2-2 2D FDTD dipole validation for top candidates only. | L94: ## R2-2A FDTD Dipole Prepare-Only Package | L96: - Output: `outputs/r2_2a_rcled_fdtd_dipole_prepare_only` | L98: - Planned first-run cases: 3 R2 primary candidates x 2 dipole orientations = 6 cases. | L100: - Planned wavelength/source: 453 nm, center source only, x/y dipoles separately. | L108: - Selected first-smoke candidate: R2_1_00223, center x/y dipoles at 453 nm. | L139: - Output folder: outputs/r2_2g_offaxis_farfield_polar_plot."
reports\stage11_3b0_lp_h500_spectral_data_inventory.md,.md,farfield;monitor,"L7: - Files/directories intentionally excluded: outputs/, *.fsp, *.ldf, *.log, *monitor*, *farfield*, *far_field*, *fielddump*, *dump*"
reports\stage11_3b1_lp_h500_frozen_sixbin_449_451_summary.md,.md,dipole,"L6: - No K=6/metagrating, finite patch, dipole source, DBR, RCLED, or Stage10 CP files touched."
reports\stage11_3b2_lp_h500_spectral_rescue_summary.md,.md,dipole,"L5: - No K=6/metagrating, finite patch, dipole source, DBR, RCLED, H600/H700, or Stage10 CP modification."
reports\stage11_3b3_lp_h500_repaired_tuple_summary.md,.md,dipole,"L4: - Analysis only. No FDTD, no Lumerical, no K=6/metagrating, no finite patch, no dipole, no DBR/RCLED."
reports\stage11_3b4_lp_h500_240_300_expanded_summary.md,.md,dipole,"L5: - No K=6/metagrating, finite patch, dipole, DBR, RCLED, H600/H700, or Stage10 CP modification."
reports\stage11_lp_apcd_status_summary.md,.md,monitor,"L70: - Simulation outputs, .fsp files, logs, monitor dumps, and far-field dumps are not intended for git submission."
reports\mdc_defect_450\mdc0v_mdc1a_integer_tmm_freeze.md,.md,monitor,"L81: - `.fsp`, `.ldf`, `.mat`, `.h5`, `.npy`, `.npz`, raw monitor data, runtime folders."
reports\mdc_defect_450\mdc1c1_rcwa_media_control_negative_decision.md,.md,dipole,"L22: Use FMMAX only as a minimal single-dipole sanity/closure check, then use 2D FDTD for center/side incoherent averaging."
reports\mdc_defect_450\mdc1c2_fmmax_minimal_dipole_report.md,.md,dipole,"L1: # MDC1C2 FMMAX minimal single-dipole closure | L7: This stage is a minimal FMMAX single x-dipole-like gaussian source closure probe for MDC. Uniform layer permittivity is represented as a 1x1 spatial grid, as required by FMMAX. Layer thickness arrays include one entry pe | L16: - source: gaussian x-dipole-like source, FWHM 80.0 nm | L41: FMMAX import, basis generation, stack construction, gaussian source creation, and source-amplitude call completed for at least one candidate. This closes the minimal single-dipole FMM loop. | L49: - `outputs/mdc1c2_fmmax_minimal_dipole/mdc1c2_fmmax_minimal_dipole_results.csv` | L50: - `outputs/mdc1c2_fmmax_minimal_dipole/mdc1c2_fmmax_api_info.json` | L54: - `reports/mdc_defect_450/mdc1c2_fmmax_minimal_dipole_report.md` | L55: - `reports/mdc_defect_450/mdc1c2_fmmax_minimal_dipole_compact_results.csv`"
reports\paper_figures\nature_ready_README.md,.md,dipole;transmission;power;monitor,"L39: ### Fig. 6 - CP dipole-position robustness | L48: - `target_conversion`: power fraction in the intended converted-spin channel for a selected single-dimer state. | L49: - `opposite_spin_leakage`: power fraction in the undesired opposite-spin leakage channel. | L53: - `eta_order_source_norm`: approximate source-normalized order efficiency, calculated as `grating_value x transmission_monitor_value`. | L72: - CP dipole-position robustness, when present, is a separate blue-reference dataset and is not evidence for APCD K=6 steering."
reports\paper_figures\paper_figure_candidate_dirs.txt,.txt,dipole;farfield,L1: blue_repo/outputs/blue10k6_cp_microled_dipole_validation | L2: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_smoke | L3: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_time_convergence | L5: blue_repo/outputs/blue_stage10_cp_farfield_probe | L105: blue_repo/outputs/stage13_0_lp_dipole_geometry_audit
reports\paper_figures\paper_figure_file_index.txt,.txt,dipole;farfield;power,L44: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_smoke/_saved_fsp/CP_DIPOLE_SMOKE_CENTER_X.fsp | L45: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_smoke/_saved_fsp/CP_DIPOLE_SMOKE_CENTER_X_p0.log | L46: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_smoke/_saved_fsp/CP_DIPOLE_SMOKE_CENTER_Y.fsp | L47: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_smoke/_saved_fsp/CP_DIPOLE_SMOKE_CENTER_Y_p0.log | L48: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_smoke/cp_center_dipole_smoke_cases.csv | L49: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_smoke/cp_center_dipole_smoke_gap_report.md | L50: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_smoke/cp_center_dipole_smoke_github_sync_candidates.md | L51: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_smoke/cp_center_dipole_smoke_incoherent_sum.csv
reports\paper_figures\paper_figure_relevant_csvs.txt,.txt,dipole;farfield,L1: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_smoke/cp_center_dipole_smoke_cases.csv | L2: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_smoke/cp_center_dipole_smoke_incoherent_sum.csv | L3: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_smoke/cp_center_dipole_smoke_results.csv | L4: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_time_convergence/cp_center_dipole_t100_cases.csv | L5: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_time_convergence/cp_center_dipole_t100_convention_audit.csv | L6: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_time_convergence/cp_center_dipole_t100_farfield_check.csv | L7: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_time_convergence/cp_center_dipole_t100_incoherent_sum.csv | L8: blue_repo/outputs/blue10k6_cp_microled_dipole_validation/center_dipole_time_convergence/cp_center_dipole_t100_results.csv
